0.00	0.01	-0.02
-0.00	0.01	-0.02
-0.00	0.01	-0.01
0.00	0.01	-0.02
0.01	0.01	-0.02
0.00	0.01	-0.02
0.01	0.01	-0.02
0.01	0.01	-0.01
0.00	0.01	-0.02
0.00	0.01	-0.01
0.00	0.01	-0.02
0.01	0.01	-0.02
0.00	0.01	-0.02
0.01	0.01	-0.01
0.00	0.01	-0.03
-0.01	0.01	-0.02
0.00	0.01	-0.02
0.00	0.01	-0.02
0.00	0.01	-0.02
0.00	0.01	-0.01
0.00	0.01	-0.01
0.00	0.01	-0.01
0.00	0.01	-0.01
0.01	0.01	-0.01
-0.00	0.01	-0.00
0.00	0.01	-0.02
0.00	0.01	-0.02
0.00	0.01	-0.01
0.00	0.01	-0.01
0.00	0.01	-0.02
-0.01	0.01	-0.01
0.00	0.01	-0.02
0.01	0.01	-0.02
0.00	0.01	-0.01
-0.00	0.01	-0.01
-0.00	0.01	-0.02
0.01	0.01	-0.01
-0.00	0.01	-0.02
-0.00	0.01	-0.00
-0.00	0.01	-0.01
0.00	0.01	-0.01
0.23	-0.03	0.26
-0.43	-0.04	-0.03
0.45	0.22	0.10
-1.27	0.02	0.05
0.48	-0.40	0.69
0.39	0.18	0.50
0.60	0.45	0.27
1.00	0.30	0.17
1.00	0.33	0.48
0.94	0.53	1.00
0.52	0.14	-0.44
0.34	-0.19	0.48
0.51	-0.40	0.80
-0.83	-0.65	-0.12
0.50	0.01	0.72
-0.12	0.11	-0.21
0.40	0.47	-0.42
-0.38	-0.32	-0.18
-0.55	0.31	-0.23
0.43	0.59	0.01
0.42	0.22	0.47
0.19	0.15	-0.02
0.19	0.60	-0.30
-0.33	0.21	-0.18
-0.12	0.12	-0.14
-0.24	-0.17	-0.16
0.09	-0.12	0.15
-0.13	-0.14	-0.09
0.19	-0.03	0.09
0.20	0.01	0.12
-0.20	-0.05	-0.13
-0.35	-0.09	0.00
-0.38	-0.32	-0.06
-0.61	-0.41	-0.23
0.60	0.36	0.66
0.04	-0.45	-0.12
-0.32	-0.36	-0.26
0.87	0.26	0.35
0.10	-0.04	-0.04
-0.45	-0.26	-0.05
0.22	0.31	0.62
-1.44	0.29	-0.88
-0.08	-0.83	1.15
0.22	0.27	-0.26
-0.77	-0.05	-0.26
1.00	-0.39	1.34
-0.93	0.14	-0.58
0.49	0.01	0.04
-1.47	0.58	-0.85
0.46	0.23	0.85
0.24	-0.73	0.67
-0.13	-0.08	0.01
-0.02	0.18	-0.02
-0.23	-0.14	0.20
1.00	0.35	1.65
-0.25	0.34	0.19
-0.35	0.12	-0.13
-0.02	0.23	0.07
-0.21	0.21	-0.48
0.20	0.20	0.32
0.82	0.47	0.07
-0.92	-0.19	-0.24
-0.73	0.58	-1.97
0.05	0.04	0.37
0.10	0.43	-0.08
-0.57	0.03	-0.57
0.01	0.30	-0.20
-0.22	-0.15	-0.18
-0.32	-0.22	-0.07
0.35	0.04	0.76
0.08	-0.11	0.31
0.08	-0.11	0.31
0.08	-0.11	0.31
-0.05	-0.08	-0.24
-0.05	-0.08	-0.24
-0.05	-0.08	-0.24
0.17	-0.17	-0.03
0.17	-0.17	-0.03
-0.00	0.16	-0.25
-0.15	0.05	0.01
-0.50	0.01	0.03
-0.08	0.01	-0.25
-0.04	0.16	-0.25
0.35	0.15	0.00
-0.29	0.13	0.03
